datetime,fecha,tramo,DOMICILIO,LLEVAR,LOCAL,RECOGER
2024-05-16 13:00:00,2024-05-16,13:00 - 13:14,0,0,0,1
2024-05-16 13:30:00,2024-05-16,13:30 - 13:44,0,0,0,0
2024-05-16 13:45:00,2024-05-16,13:45 - 13:59,0,0,0,0
2024-05-16 14:00:00,2024-05-16,14:00 - 14:14,0,1,0,0
2024-05-16 14:15:00,2024-05-16,14:15 - 14:29,0,0,0,0
2024-05-16 14:30:00,2024-05-16,14:30 - 14:44,0,0,0,0
2024-05-16 14:45:00,2024-05-16,14:45 - 14:59,0,0,0,0
2024-05-16 15:00:00,2024-05-16,15:00 - 15:14,0,0,0,0
2024-05-16 15:15:00,2024-05-16,15:15 - 15:29,0,0,0,0
2024-05-16 15:30:00,2024-05-16,15:30 - 15:44,0,0,0,0
2024-05-16 16:30:00,2024-05-16,16:30 - 16:44,0,0,0,0
2024-05-16 18:45:00,2024-05-16,18:45 - 18:59,0,0,0,0
2024-05-16 19:00:00,2024-05-16,19:00 - 19:14,0,0,0,1
2024-05-16 19:15:00,2024-05-16,19:15 - 19:29,0,0,0,0
2024-05-16 19:30:00,2024-05-16,19:30 - 19:44,0,0,0,1
2024-05-16 19:45:00,2024-05-16,19:45 - 19:59,2,1,0,2
2024-05-16 20:00:00,2024-05-16,20:00 - 20:14,0,0,0,2
2024-05-16 20:15:00,2024-05-16,20:15 - 20:29,1,2,1,2
2024-05-16 20:30:00,2024-05-16,20:30 - 20:44,2,0,0,1
2024-05-16 20:45:00,2024-05-16,20:45 - 20:59,0,0,0,4
2024-05-16 21:00:00,2024-05-16,21:00 - 21:14,0,2,0,3
2024-05-16 21:15:00,2024-05-16,21:15 - 21:29,1,1,0,1
2024-05-16 21:30:00,2024-05-16,21:30 - 21:44,1,0,0,0
2024-05-16 21:45:00,2024-05-16,21:45 - 21:59,0,2,0,1
2024-05-16 22:00:00,2024-05-16,22:00 - 22:14,2,0,0,2
2024-05-16 22:15:00,2024-05-16,22:15 - 22:29,1,0,0,2
2024-05-16 22:30:00,2024-05-16,22:30 - 22:44,1,1,0,1
2024-05-16 22:45:00,2024-05-16,22:45 - 22:59,0,0,0,0
2024-05-16 23:00:00,2024-05-16,23:00 - 23:14,0,0,0,0
2024-05-16 23:15:00,2024-05-16,23:15 - 23:29,0,1,0,0
2024-05-16 23:30:00,2024-05-16,23:30 - 23:44,0,0,0,0
2024-05-17 12:45:00,2024-05-17,12:45 - 12:59,0,0,0,0
2024-05-17 13:00:00,2024-05-17,13:00 - 13:14,0,0,0,0
2024-05-17 13:30:00,2024-05-17,13:30 - 13:44,0,0,0,0
2024-05-17 13:45:00,2024-05-17,13:45 - 13:59,1,0,0,0
2024-05-17 14:00:00,2024-05-17,14:00 - 14:14,0,1,0,1
2024-05-17 14:15:00,2024-05-17,14:15 - 14:29,0,0,0,0
2024-05-17 14:30:00,2024-05-17,14:30 - 14:44,1,0,0,0
2024-05-17 14:45:00,2024-05-17,14:45 - 14:59,0,0,0,0
2024-05-17 15:00:00,2024-05-17,15:00 - 15:14,0,0,0,0
2024-05-17 15:15:00,2024-05-17,15:15 - 15:29,0,0,0,0
2024-05-17 15:30:00,2024-05-17,15:30 - 15:44,0,0,0,0
2024-05-17 16:30:00,2024-05-17,16:30 - 16:44,1,0,0,0
2024-05-17 18:45:00,2024-05-17,18:45 - 18:59,0,0,0,0
2024-05-17 19:00:00,2024-05-17,19:00 - 19:14,1,0,0,0
2024-05-17 19:15:00,2024-05-17,19:15 - 19:29,0,0,0,0
2024-05-17 19:30:00,2024-05-17,19:30 - 19:44,0,0,0,1
2024-05-17 19:45:00,2024-05-17,19:45 - 19:59,2,0,0,0
2024-05-17 20:00:00,2024-05-17,20:00 - 20:14,0,0,0,0
2024-05-17 20:15:00,2024-05-17,20:15 - 20:29,1,0,0,0
2024-05-17 20:30:00,2024-05-17,20:30 - 20:44,1,0,0,0
2024-05-17 20:45:00,2024-05-17,20:45 - 20:59,2,1,0,1
2024-05-17 21:00:00,2024-05-17,21:00 - 21:14,3,1,0,2
2024-05-17 21:15:00,2024-05-17,21:15 - 21:29,2,4,0,1
2024-05-17 21:30:00,2024-05-17,21:30 - 21:44,1,0,0,0
2024-05-17 21:45:00,2024-05-17,21:45 - 21:59,2,1,0,1
2024-05-17 22:00:00,2024-05-17,22:00 - 22:14,0,3,0,1
2024-05-17 22:15:00,2024-05-17,22:15 - 22:29,4,0,1,0
2024-05-17 22:30:00,2024-05-17,22:30 - 22:44,1,0,0,0
2024-05-17 22:45:00,2024-05-17,22:45 - 22:59,1,0,0,0
2024-05-17 23:00:00,2024-05-17,23:00 - 23:14,0,2,0,3
2024-05-17 23:15:00,2024-05-17,23:15 - 23:29,0,1,0,0
2024-05-17 23:30:00,2024-05-17,23:30 - 23:44,0,0,0,0
2024-05-18 12:45:00,2024-05-18,12:45 - 12:59,0,0,0,0
2024-05-18 13:00:00,2024-05-18,13:00 - 13:14,1,0,0,0
2024-05-18 13:30:00,2024-05-18,13:30 - 13:44,1,0,0,1
2024-05-18 13:45:00,2024-05-18,13:45 - 13:59,0,0,0,0
2024-05-18 14:00:00,2024-05-18,14:00 - 14:14,0,1,0,0
2024-05-18 14:15:00,2024-05-18,14:15 - 14:29,0,0,0,0
2024-05-18 14:30:00,2024-05-18,14:30 - 14:44,0,0,0,0
2024-05-18 14:45:00,2024-05-18,14:45 - 14:59,2,0,0,1
2024-05-18 15:00:00,2024-05-18,15:00 - 15:14,0,0,0,0
2024-05-18 15:15:00,2024-05-18,15:15 - 15:29,0,0,0,0
2024-05-18 15:30:00,2024-05-18,15:30 - 15:44,0,0,0,0
2024-05-18 16:30:00,2024-05-18,16:30 - 16:44,0,0,0,0
2024-05-18 18:45:00,2024-05-18,18:45 - 18:59,1,0,0,0
2024-05-18 19:00:00,2024-05-18,19:00 - 19:14,0,0,0,0
2024-05-18 19:15:00,2024-05-18,19:15 - 19:29,0,0,0,0
2024-05-18 19:30:00,2024-05-18,19:30 - 19:44,1,1,0,0
2024-05-18 19:45:00,2024-05-18,19:45 - 19:59,1,1,0,0
2024-05-18 20:00:00,2024-05-18,20:00 - 20:14,2,0,1,0
2024-05-18 20:15:00,2024-05-18,20:15 - 20:29,0,0,0,0
2024-05-18 20:30:00,2024-05-18,20:30 - 20:44,2,0,0,1
2024-05-18 20:45:00,2024-05-18,20:45 - 20:59,1,1,1,1
2024-05-18 21:00:00,2024-05-18,21:00 - 21:14,4,0,0,4
2024-05-18 21:15:00,2024-05-18,21:15 - 21:29,2,3,0,1
2024-05-18 21:30:00,2024-05-18,21:30 - 21:44,4,1,0,0
2024-05-18 21:45:00,2024-05-18,21:45 - 21:59,3,3,1,2
2024-05-18 22:00:00,2024-05-18,22:00 - 22:14,4,0,0,0
2024-05-18 22:15:00,2024-05-18,22:15 - 22:29,1,4,2,4
2024-05-18 22:30:00,2024-05-18,22:30 - 22:44,0,1,1,0
2024-05-18 22:45:00,2024-05-18,22:45 - 22:59,2,1,0,0
2024-05-18 23:00:00,2024-05-18,23:00 - 23:14,2,0,1,1
2024-05-18 23:15:00,2024-05-18,23:15 - 23:29,0,0,0,0
2024-05-18 23:30:00,2024-05-18,23:30 - 23:44,0,0,0,0
2024-05-19 12:45:00,2024-05-19,12:45 - 12:59,0,1,0,0
2024-05-19 13:00:00,2024-05-19,13:00 - 13:14,2,0,0,0
2024-05-19 13:30:00,2024-05-19,13:30 - 13:44,3,0,0,0
2024-05-19 13:45:00,2024-05-19,13:45 - 13:59,2,0,0,0
2024-05-19 14:00:00,2024-05-19,14:00 - 14:14,1,0,0,0
2024-05-19 14:15:00,2024-05-19,14:15 - 14:29,1,1,0,0
2024-05-19 14:30:00,2024-05-19,14:30 - 14:44,2,0,0,0
2024-05-19 14:45:00,2024-05-19,14:45 - 14:59,0,1,0,0
2024-05-19 15:00:00,2024-05-19,15:00 - 15:14,0,1,0,0
2024-05-19 15:15:00,2024-05-19,15:15 - 15:29,0,0,0,0
2024-05-19 15:30:00,2024-05-19,15:30 - 15:44,0,1,0,0
2024-05-19 16:30:00,2024-05-19,16:30 - 16:44,0,0,0,0
2024-05-19 18:45:00,2024-05-19,18:45 - 18:59,0,0,0,0
2024-05-19 19:00:00,2024-05-19,19:00 - 19:14,0,0,0,0
2024-05-19 19:15:00,2024-05-19,19:15 - 19:29,0,0,0,0
2024-05-19 19:30:00,2024-05-19,19:30 - 19:44,2,0,0,0
2024-05-19 19:45:00,2024-05-19,19:45 - 19:59,1,1,0,0
2024-05-19 20:00:00,2024-05-19,20:00 - 20:14,3,0,0,0
2024-05-19 20:15:00,2024-05-19,20:15 - 20:29,2,1,0,1
2024-05-19 20:30:00,2024-05-19,20:30 - 20:44,1,0,0,0
2024-05-19 20:45:00,2024-05-19,20:45 - 20:59,9,0,0,1
2024-05-19 21:00:00,2024-05-19,21:00 - 21:14,3,0,0,1
2024-05-19 21:15:00,2024-05-19,21:15 - 21:29,4,1,0,0
2024-05-19 21:30:00,2024-05-19,21:30 - 21:44,2,0,0,0
2024-05-19 21:45:00,2024-05-19,21:45 - 21:59,2,1,1,3
2024-05-19 22:00:00,2024-05-19,22:00 - 22:14,1,0,1,0
2024-05-19 22:15:00,2024-05-19,22:15 - 22:29,1,1,0,0
2024-05-19 22:30:00,2024-05-19,22:30 - 22:44,0,0,0,0
2024-05-19 22:45:00,2024-05-19,22:45 - 22:59,0,0,0,0
2024-05-19 23:00:00,2024-05-19,23:00 - 23:14,1,0,0,0
2024-05-19 23:15:00,2024-05-19,23:15 - 23:29,0,0,0,0
2024-05-19 23:30:00,2024-05-19,23:30 - 23:44,0,0,0,1
2024-05-20 13:00:00,2024-05-20,13:00 - 13:14,1,0,0,0
2024-05-20 13:15:00,2024-05-20,13:15 - 13:29,0,0,0,0
2024-05-20 13:30:00,2024-05-20,13:30 - 13:44,0,0,0,0
2024-05-20 13:45:00,2024-05-20,13:45 - 13:59,0,0,0,0
2024-05-20 14:00:00,2024-05-20,14:00 - 14:14,0,0,0,0
2024-05-20 14:15:00,2024-05-20,14:15 - 14:29,0,0,1,0
2024-05-20 14:30:00,2024-05-20,14:30 - 14:44,0,1,0,0
2024-05-20 14:45:00,2024-05-20,14:45 - 14:59,0,0,0,0
2024-05-20 15:00:00,2024-05-20,15:00 - 15:14,1,0,1,0
2024-05-20 15:15:00,2024-05-20,15:15 - 15:29,0,0,0,0
2024-05-20 15:30:00,2024-05-20,15:30 - 15:44,0,1,0,0
2024-05-20 19:00:00,2024-05-20,19:00 - 19:14,0,0,0,0
2024-05-20 19:15:00,2024-05-20,19:15 - 19:29,0,0,0,0
2024-05-20 19:30:00,2024-05-20,19:30 - 19:44,0,0,0,1
2024-05-20 19:45:00,2024-05-20,19:45 - 19:59,0,0,0,0
2024-05-20 20:00:00,2024-05-20,20:00 - 20:14,0,0,0,0
2024-05-20 20:15:00,2024-05-20,20:15 - 20:29,1,0,0,0
2024-05-20 20:30:00,2024-05-20,20:30 - 20:44,0,0,0,0
2024-05-20 20:45:00,2024-05-20,20:45 - 20:59,0,0,0,1
2024-05-20 21:00:00,2024-05-20,21:00 - 21:14,0,0,1,0
2024-05-20 21:15:00,2024-05-20,21:15 - 21:29,1,1,0,2
2024-05-20 21:30:00,2024-05-20,21:30 - 21:44,1,2,0,0
2024-05-20 21:45:00,2024-05-20,21:45 - 21:59,2,0,0,0
2024-05-20 22:00:00,2024-05-20,22:00 - 22:14,0,0,0,0
2024-05-20 22:15:00,2024-05-20,22:15 - 22:29,0,0,0,0
2024-05-20 22:30:00,2024-05-20,22:30 - 22:44,1,1,0,0
2024-05-20 22:45:00,2024-05-20,22:45 - 22:59,0,0,0,0
2024-05-20 23:00:00,2024-05-20,23:00 - 23:14,0,1,0,0
2024-05-20 23:15:00,2024-05-20,23:15 - 23:29,0,0,0,0
2024-05-20 23:30:00,2024-05-20,23:30 - 23:44,0,0,0,0
2024-05-20 23:45:00,2024-05-20,23:45 - 23:59,0,0,0,0
2024-05-21 13:00:00,2024-05-21,13:00 - 13:14,0,0,0,0
2024-05-21 13:15:00,2024-05-21,13:15 - 13:29,0,0,0,0
2024-05-21 13:30:00,2024-05-21,13:30 - 13:44,0,0,0,0
2024-05-21 13:45:00,2024-05-21,13:45 - 13:59,0,0,0,0
2024-05-21 14:00:00,2024-05-21,14:00 - 14:14,0,0,0,0
2024-05-21 14:15:00,2024-05-21,14:15 - 14:29,0,0,0,1
2024-05-21 14:30:00,2024-05-21,14:30 - 14:44,0,0,0,0
2024-05-21 14:45:00,2024-05-21,14:45 - 14:59,0,0,0,0
2024-05-21 15:00:00,2024-05-21,15:00 - 15:14,0,0,0,0
2024-05-21 15:15:00,2024-05-21,15:15 - 15:29,0,1,0,0
2024-05-21 15:30:00,2024-05-21,15:30 - 15:44,0,0,0,0
2024-05-21 19:00:00,2024-05-21,19:00 - 19:14,0,0,0,0
2024-05-21 19:15:00,2024-05-21,19:15 - 19:29,0,0,0,0
2024-05-21 19:30:00,2024-05-21,19:30 - 19:44,1,1,0,0
2024-05-21 19:45:00,2024-05-21,19:45 - 19:59,0,0,0,0
2024-05-21 20:00:00,2024-05-21,20:00 - 20:14,0,0,0,1
2024-05-21 20:15:00,2024-05-21,20:15 - 20:29,0,2,0,0
2024-05-21 20:30:00,2024-05-21,20:30 - 20:44,0,1,2,2
2024-05-21 20:45:00,2024-05-21,20:45 - 20:59,1,0,0,1
2024-05-21 21:00:00,2024-05-21,21:00 - 21:14,0,1,0,0
2024-05-21 21:15:00,2024-05-21,21:15 - 21:29,1,1,2,2
2024-05-21 21:30:00,2024-05-21,21:30 - 21:44,1,0,2,2
2024-05-21 21:45:00,2024-05-21,21:45 - 21:59,1,0,0,0
2024-05-21 22:00:00,2024-05-21,22:00 - 22:14,1,3,0,0
2024-05-21 22:15:00,2024-05-21,22:15 - 22:29,0,0,0,0
2024-05-21 22:30:00,2024-05-21,22:30 - 22:44,0,0,0,0
2024-05-21 22:45:00,2024-05-21,22:45 - 22:59,0,0,0,0
2024-05-21 23:00:00,2024-05-21,23:00 - 23:14,0,0,0,0
2024-05-21 23:15:00,2024-05-21,23:15 - 23:29,0,0,0,0
2024-05-21 23:30:00,2024-05-21,23:30 - 23:44,0,0,0,0
2024-05-21 23:45:00,2024-05-21,23:45 - 23:59,0,0,0,0
2024-05-22 13:00:00,2024-05-22,13:00 - 13:14,0,0,0,0
2024-05-22 13:15:00,2024-05-22,13:15 - 13:29,0,0,0,0
2024-05-22 13:30:00,2024-05-22,13:30 - 13:44,1,0,0,0
2024-05-22 13:45:00,2024-05-22,13:45 - 13:59,0,0,0,0
2024-05-22 14:00:00,2024-05-22,14:00 - 14:14,0,0,0,0
2024-05-22 14:15:00,2024-05-22,14:15 - 14:29,0,0,0,0
2024-05-22 14:30:00,2024-05-22,14:30 - 14:44,0,0,0,0
2024-05-22 14:45:00,2024-05-22,14:45 - 14:59,0,0,0,0
2024-05-22 15:00:00,2024-05-22,15:00 - 15:14,0,0,0,0
2024-05-22 15:15:00,2024-05-22,15:15 - 15:29,0,1,0,0
2024-05-22 15:30:00,2024-05-22,15:30 - 15:44,0,0,0,0
2024-05-22 19:00:00,2024-05-22,19:00 - 19:14,0,0,0,0
2024-05-22 19:15:00,2024-05-22,19:15 - 19:29,0,0,0,0
2024-05-22 19:30:00,2024-05-22,19:30 - 19:44,0,0,0,0
2024-05-22 19:45:00,2024-05-22,19:45 - 19:59,0,0,0,0
2024-05-22 20:00:00,2024-05-22,20:00 - 20:14,0,0,0,0
2024-05-22 20:15:00,2024-05-22,20:15 - 20:29,0,1,0,0
2024-05-22 20:30:00,2024-05-22,20:30 - 20:44,1,1,1,0
2024-05-22 20:45:00,2024-05-22,20:45 - 20:59,0,0,1,0
2024-05-22 21:00:00,2024-05-22,21:00 - 21:14,1,1,0,0
2024-05-22 21:15:00,2024-05-22,21:15 - 21:29,0,1,0,0
2024-05-22 21:30:00,2024-05-22,21:30 - 21:44,1,0,0,1
2024-05-22 21:45:00,2024-05-22,21:45 - 21:59,1,1,1,1
2024-05-22 22:00:00,2024-05-22,22:00 - 22:14,3,0,0,0
2024-05-22 22:15:00,2024-05-22,22:15 - 22:29,0,0,0,0
2024-05-22 22:30:00,2024-05-22,22:30 - 22:44,0,0,0,0
2024-05-22 22:45:00,2024-05-22,22:45 - 22:59,0,0,0,1
2024-05-22 23:00:00,2024-05-22,23:00 - 23:14,0,0,0,0
2024-05-22 23:15:00,2024-05-22,23:15 - 23:29,0,0,0,0
2024-05-22 23:30:00,2024-05-22,23:30 - 23:44,0,0,0,0
2024-05-22 23:45:00,2024-05-22,23:45 - 23:59,0,0,0,0
2024-05-23 13:00:00,2024-05-23,13:00 - 13:14,0,0,0,0
2024-05-23 13:15:00,2024-05-23,13:15 - 13:29,0,0,0,0
2024-05-23 13:30:00,2024-05-23,13:30 - 13:44,0,0,1,1
2024-05-23 13:45:00,2024-05-23,13:45 - 13:59,0,1,0,0
2024-05-23 14:00:00,2024-05-23,14:00 - 14:14,0,1,0,0
2024-05-23 14:15:00,2024-05-23,14:15 - 14:29,0,1,0,0
2024-05-23 14:30:00,2024-05-23,14:30 - 14:44,0,0,0,0
2024-05-23 14:45:00,2024-05-23,14:45 - 14:59,0,1,0,0
2024-05-23 15:00:00,2024-05-23,15:00 - 15:14,0,0,0,1
2024-05-23 15:15:00,2024-05-23,15:15 - 15:29,0,1,0,0
2024-05-23 15:30:00,2024-05-23,15:30 - 15:44,0,0,0,0
2024-05-23 19:00:00,2024-05-23,19:00 - 19:14,0,0,0,1
2024-05-23 19:15:00,2024-05-23,19:15 - 19:29,0,0,0,0
2024-05-23 19:30:00,2024-05-23,19:30 - 19:44,0,1,0,0
2024-05-23 19:45:00,2024-05-23,19:45 - 19:59,0,1,1,1
2024-05-23 20:00:00,2024-05-23,20:00 - 20:14,1,0,0,3
2024-05-23 20:15:00,2024-05-23,20:15 - 20:29,0,0,0,2
2024-05-23 20:30:00,2024-05-23,20:30 - 20:44,2,0,0,2
2024-05-23 20:45:00,2024-05-23,20:45 - 20:59,0,1,0,2
2024-05-23 21:00:00,2024-05-23,21:00 - 21:14,0,2,0,1
2024-05-23 21:15:00,2024-05-23,21:15 - 21:29,0,1,0,4
2024-05-23 21:30:00,2024-05-23,21:30 - 21:44,1,1,0,1
2024-05-23 21:45:00,2024-05-23,21:45 - 21:59,3,0,0,0
2024-05-23 22:00:00,2024-05-23,22:00 - 22:14,1,0,0,1
2024-05-23 22:15:00,2024-05-23,22:15 - 22:29,0,0,0,1
2024-05-23 22:30:00,2024-05-23,22:30 - 22:44,1,0,0,0
2024-05-23 22:45:00,2024-05-23,22:45 - 22:59,0,0,0,0
2024-05-23 23:00:00,2024-05-23,23:00 - 23:14,0,0,0,0
2024-05-23 23:15:00,2024-05-23,23:15 - 23:29,0,0,0,0
2024-05-23 23:30:00,2024-05-23,23:30 - 23:44,0,0,0,0
2024-05-23 23:45:00,2024-05-23,23:45 - 23:59,0,0,0,0
2024-05-24 13:00:00,2024-05-24,13:00 - 13:14,0,0,0,0
2024-05-24 13:15:00,2024-05-24,13:15 - 13:29,0,0,0,0
2024-05-24 13:30:00,2024-05-24,13:30 - 13:44,1,0,0,0
2024-05-24 13:45:00,2024-05-24,13:45 - 13:59,0,0,0,0
2024-05-24 14:00:00,2024-05-24,14:00 - 14:14,0,0,0,0
2024-05-24 14:15:00,2024-05-24,14:15 - 14:29,1,0,0,0
2024-05-24 14:30:00,2024-05-24,14:30 - 14:44,1,0,0,0
2024-05-24 14:45:00,2024-05-24,14:45 - 14:59,0,0,0,1
2024-05-24 15:00:00,2024-05-24,15:00 - 15:14,1,0,0,0
2024-05-24 15:15:00,2024-05-24,15:15 - 15:29,0,0,0,0
2024-05-24 15:30:00,2024-05-24,15:30 - 15:44,0,0,0,0
2024-05-24 19:00:00,2024-05-24,19:00 - 19:14,0,0,0,0
2024-05-24 19:15:00,2024-05-24,19:15 - 19:29,0,0,0,0
2024-05-24 19:30:00,2024-05-24,19:30 - 19:44,0,0,0,0
2024-05-24 19:45:00,2024-05-24,19:45 - 19:59,0,0,0,0
2024-05-24 20:00:00,2024-05-24,20:00 - 20:14,2,0,0,0
2024-05-24 20:15:00,2024-05-24,20:15 - 20:29,1,0,0,0
2024-05-24 20:30:00,2024-05-24,20:30 - 20:44,2,0,0,0
2024-05-24 20:45:00,2024-05-24,20:45 - 20:59,2,0,0,0
2024-05-24 21:00:00,2024-05-24,21:00 - 21:14,4,1,3,0
2024-05-24 21:15:00,2024-05-24,21:15 - 21:29,1,1,2,2
2024-05-24 21:30:00,2024-05-24,21:30 - 21:44,1,0,0,0
2024-05-24 21:45:00,2024-05-24,21:45 - 21:59,3,1,2,1
2024-05-24 22:00:00,2024-05-24,22:00 - 22:14,1,0,0,1
2024-05-24 22:15:00,2024-05-24,22:15 - 22:29,2,1,0,0
2024-05-24 22:30:00,2024-05-24,22:30 - 22:44,2,1,0,1
2024-05-24 22:45:00,2024-05-24,22:45 - 22:59,2,0,0,0
2024-05-24 23:00:00,2024-05-24,23:00 - 23:14,0,0,0,0
2024-05-24 23:15:00,2024-05-24,23:15 - 23:29,1,1,0,1
2024-05-24 23:30:00,2024-05-24,23:30 - 23:44,0,0,0,0
2024-05-24 23:45:00,2024-05-24,23:45 - 23:59,0,1,0,0
2024-05-25 13:00:00,2024-05-25,13:00 - 13:14,0,2,0,0
2024-05-25 13:15:00,2024-05-25,13:15 - 13:29,0,1,0,0
2024-05-25 13:30:00,2024-05-25,13:30 - 13:44,1,0,0,1
2024-05-25 13:45:00,2024-05-25,13:45 - 13:59,1,0,0,1
2024-05-25 14:00:00,2024-05-25,14:00 - 14:14,0,0,0,0
2024-05-25 14:15:00,2024-05-25,14:15 - 14:29,1,0,0,0
2024-05-25 14:30:00,2024-05-25,14:30 - 14:44,0,2,0,0
2024-05-25 14:45:00,2024-05-25,14:45 - 14:59,1,0,0,0
2024-05-25 15:00:00,2024-05-25,15:00 - 15:14,0,0,0,0
2024-05-25 15:15:00,2024-05-25,15:15 - 15:29,0,0,0,0
2024-05-25 15:30:00,2024-05-25,15:30 - 15:44,0,0,0,0
2024-05-25 19:00:00,2024-05-25,19:00 - 19:14,1,0,0,0
2024-05-25 19:15:00,2024-05-25,19:15 - 19:29,1,0,0,0
2024-05-25 19:30:00,2024-05-25,19:30 - 19:44,0,0,0,0
2024-05-25 19:45:00,2024-05-25,19:45 - 19:59,0,0,0,0
2024-05-25 20:00:00,2024-05-25,20:00 - 20:14,1,0,0,1
2024-05-25 20:15:00,2024-05-25,20:15 - 20:29,1,0,0,2
2024-05-25 20:30:00,2024-05-25,20:30 - 20:44,3,0,0,1
2024-05-25 20:45:00,2024-05-25,20:45 - 20:59,3,0,0,0
2024-05-25 21:00:00,2024-05-25,21:00 - 21:14,4,1,1,0
2024-05-25 21:15:00,2024-05-25,21:15 - 21:29,2,1,0,2
2024-05-25 21:30:00,2024-05-25,21:30 - 21:44,3,0,5,1
2024-05-25 21:45:00,2024-05-25,21:45 - 21:59,3,0,0,0
2024-05-25 22:00:00,2024-05-25,22:00 - 22:14,3,0,1,1
2024-05-25 22:15:00,2024-05-25,22:15 - 22:29,4,0,0,0
2024-05-25 22:30:00,2024-05-25,22:30 - 22:44,0,0,0,0
2024-05-25 22:45:00,2024-05-25,22:45 - 22:59,0,0,1,0
2024-05-25 23:00:00,2024-05-25,23:00 - 23:14,1,1,0,0
2024-05-25 23:15:00,2024-05-25,23:15 - 23:29,0,1,0,0
2024-05-25 23:30:00,2024-05-25,23:30 - 23:44,0,1,0,0
2024-05-25 23:45:00,2024-05-25,23:45 - 23:59,0,0,0,0
2024-05-26 13:00:00,2024-05-26,13:00 - 13:14,1,0,0,0
2024-05-26 13:15:00,2024-05-26,13:15 - 13:29,2,0,0,0
2024-05-26 13:30:00,2024-05-26,13:30 - 13:44,0,0,0,0
2024-05-26 13:45:00,2024-05-26,13:45 - 13:59,0,0,0,0
2024-05-26 14:00:00,2024-05-26,14:00 - 14:14,0,0,0,1
2024-05-26 14:15:00,2024-05-26,14:15 - 14:29,2,0,0,0
2024-05-26 14:30:00,2024-05-26,14:30 - 14:44,2,0,0,0
2024-05-26 14:45:00,2024-05-26,14:45 - 14:59,1,0,0,0
2024-05-26 15:00:00,2024-05-26,15:00 - 15:14,0,0,0,0
2024-05-26 15:15:00,2024-05-26,15:15 - 15:29,1,0,0,0
2024-05-26 15:30:00,2024-05-26,15:30 - 15:44,0,0,0,0
2024-05-26 19:00:00,2024-05-26,19:00 - 19:14,0,0,0,0
2024-05-26 19:15:00,2024-05-26,19:15 - 19:29,1,0,0,0
2024-05-26 19:30:00,2024-05-26,19:30 - 19:44,1,0,0,0
2024-05-26 19:45:00,2024-05-26,19:45 - 19:59,4,0,0,1
2024-05-26 20:00:00,2024-05-26,20:00 - 20:14,0,1,0,1
2024-05-26 20:15:00,2024-05-26,20:15 - 20:29,4,0,0,1
2024-05-26 20:30:00,2024-05-26,20:30 - 20:44,2,0,0,1
2024-05-26 20:45:00,2024-05-26,20:45 - 20:59,4,0,1,0
2024-05-26 21:00:00,2024-05-26,21:00 - 21:14,5,1,0,0
2024-05-26 21:15:00,2024-05-26,21:15 - 21:29,2,0,0,0
2024-05-26 21:30:00,2024-05-26,21:30 - 21:44,3,0,0,1
2024-05-26 21:45:00,2024-05-26,21:45 - 21:59,3,0,0,0
2024-05-26 22:00:00,2024-05-26,22:00 - 22:14,1,0,0,1
2024-05-26 22:15:00,2024-05-26,22:15 - 22:29,0,0,0,0
2024-05-26 22:30:00,2024-05-26,22:30 - 22:44,0,1,0,0
2024-05-26 22:45:00,2024-05-26,22:45 - 22:59,1,0,0,1
2024-05-26 23:00:00,2024-05-26,23:00 - 23:14,0,0,0,1
2024-05-26 23:15:00,2024-05-26,23:15 - 23:29,0,0,0,0
2024-05-26 23:30:00,2024-05-26,23:30 - 23:44,0,0,0,0
2024-05-26 23:45:00,2024-05-26,23:45 - 23:59,0,0,0,0
2024-05-27 13:00:00,2024-05-27,13:00 - 13:14,0,0,0,0
2024-05-27 13:15:00,2024-05-27,13:15 - 13:29,0,0,0,0
2024-05-27 13:30:00,2024-05-27,13:30 - 13:44,0,0,0,0
2024-05-27 13:45:00,2024-05-27,13:45 - 13:59,0,0,0,0
2024-05-27 14:00:00,2024-05-27,14:00 - 14:14,0,0,0,0
2024-05-27 14:15:00,2024-05-27,14:15 - 14:29,0,0,0,0
2024-05-27 14:30:00,2024-05-27,14:30 - 14:44,0,0,0,1
2024-05-27 14:45:00,2024-05-27,14:45 - 14:59,0,0,0,0
2024-05-27 15:00:00,2024-05-27,15:00 - 15:14,0,0,0,0
2024-05-27 15:15:00,2024-05-27,15:15 - 15:29,0,0,0,0
2024-05-27 15:30:00,2024-05-27,15:30 - 15:44,0,0,0,0
2024-05-27 15:45:00,2024-05-27,15:45 - 15:59,0,0,0,0
2024-05-27 19:00:00,2024-05-27,19:00 - 19:14,0,0,0,0
2024-05-27 19:15:00,2024-05-27,19:15 - 19:29,0,0,0,0
2024-05-27 19:30:00,2024-05-27,19:30 - 19:44,0,0,0,0
2024-05-27 19:45:00,2024-05-27,19:45 - 19:59,1,0,0,0
2024-05-27 20:00:00,2024-05-27,20:00 - 20:14,0,1,0,0
2024-05-27 20:15:00,2024-05-27,20:15 - 20:29,0,1,0,0
2024-05-27 20:30:00,2024-05-27,20:30 - 20:44,0,1,0,1
2024-05-27 20:45:00,2024-05-27,20:45 - 20:59,2,0,0,0
2024-05-27 21:00:00,2024-05-27,21:00 - 21:14,0,1,0,0
2024-05-27 21:15:00,2024-05-27,21:15 - 21:29,0,0,0,0
2024-05-27 21:30:00,2024-05-27,21:30 - 21:44,1,0,0,0
