datetime,local,visitante,competicion,temporada_slug,jornada,evento_importante
2025-01-19 20:00:00,alm,hue,laliga_hypermotion,laliga_hypermotion_2024,23,False
2025-01-20 19:30:00,mir,mga,laliga_hypermotion,laliga_hypermotion_2024,23,False
2025-01-20 20:00:00,vil,mll,laliga_ea_sports,laliga_easports_2024,20,False
2025-01-21 15:30:00,gal,dyn,uefa_europa_league,europa_league_2024,7,False
2025-01-21 20:00:00,atm,lvk,uefa_champions_league,champions_league_2024,7,False
2025-01-21 20:00:00,ben,bar,uefa_champions_league,champions_league_2024,7,True
2025-01-21 20:00:00,bol,bvb,uefa_champions_league,champions_league_2024,7,False
2025-01-21 20:00:00,bkv,juv,uefa_champions_league,champions_league_2024,7,False
2025-01-21 20:00:00,est,psv,uefa_champions_league,champions_league_2024,7,False
2025-01-21 20:00:00,liv,lil,uefa_champions_league,champions_league_2024,7,False
2025-01-21 20:00:00,slb,vfb,uefa_champions_league,champions_league_2024,7,False
2025-01-22 15:30:00,bes,ath,uefa_europa_league,europa_league_2024,7,False
2025-01-22 20:00:00,ars,dza,uefa_champions_league,champions_league_2024,7,False
2025-01-22 20:00:00,cet,ybo,uefa_champions_league,champions_league_2024,7,False
2025-01-22 20:00:00,fey,bay,uefa_champions_league,champions_league_2024,7,True
2025-01-22 20:00:00,acm,gir,uefa_champions_league,champions_league_2024,7,True
2025-01-22 20:00:00,psg,mcfc,uefa_champions_league,champions_league_2024,7,True
2025-01-22 20:00:00,rma,szb,uefa_champions_league,champions_league_2024,7,False
2025-01-22 20:00:00,pra,int,uefa_champions_league,champions_league_2024,7,False
2025-01-23 20:00:00,ein,fcv,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,elf,nic,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,laz,rso,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,ldg,mid,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,mun,ran,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,pao,spg,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,rig,aja,uefa_europa_league,europa_league_2024,7,False
2025-01-23 20:00:00,usg,bra,uefa_europa_league,europa_league_2024,7,False
2025-01-24 19:30:00,elc,eib,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-24 20:00:00,lpa,osa,laliga_ea_sports,laliga_easports_2024,21,False
2025-01-25 13:00:00,mll,bet,laliga_ea_sports,laliga_easports_2024,21,False
2025-01-25 15:00:00,vcf,ath,liga_femenina,primera_division_femenina_2024,16,False
2025-01-25 15:00:00,atm,vil,laliga_ea_sports,laliga_easports_2024,21,True
2025-01-25 15:00:00,ccf,rac,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-25 20:00:00,vll,rma,laliga_ea_sports,laliga_easports_2024,21,False
2025-01-25 20:00:00,ten,eld,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-26 13:00:00,ray,gir,laliga_ea_sports,laliga_easports_2024,21,False
2025-01-26 13:00:00,gra,spo,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-26 15:00:00,rbb,dep,liga_femenina,primera_division_femenina_2024,16,False
2025-01-26 15:00:00,rso,get,laliga_ea_sports,laliga_easports_2024,21,False
2025-01-26 15:00:00,alb,alm,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-26 15:00:00,ovi,cas,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-26 20:00:00,bar,val,laliga_ea_sports,laliga_easports_2024,21,True
2025-01-27 19:30:00,cad,mir,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-01-27 20:00:00,ala,cel,laliga_ea_sports,laliga_easports_2024,21,False
2025-01-29 20:00:00,ten,rcd,laliga_hypermotion,laliga_hypermotion_2024,19,False
2025-01-29 20:00:00,avl,cet,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,bar,atl,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,lvk,pra,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,bvb,fcs,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,brs,rma,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,dza,acm,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,bay,slb,uefa_champions_league,champions_league_2024,8,True
2025-01-29 20:00:00,szb,atm,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,gir,ars,uefa_champions_league,champions_league_2024,8,True
2025-01-29 20:00:00,int,mon,uefa_champions_league,champions_league_2024,8,True
2025-01-29 20:00:00,juv,ben,uefa_champions_league,champions_league_2024,8,True
2025-01-29 20:00:00,lil,fey,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,mcfc,bkv,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,psv,liv,uefa_champions_league,champions_league_2024,8,True
2025-01-29 20:00:00,stu,lei,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,scp,bol,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,vfb,psg,uefa_champions_league,champions_league_2024,8,False
2025-01-29 20:00:00,ybo,est,uefa_champions_league,champions_league_2024,8,False
2025-01-30 20:00:00,aja,gal,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,ath,vik,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,dyn,rig,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,mid,fen,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,twe,bes,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,fcsb,mun,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,fcv,alk,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,oly,ldg,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,mbi,opo,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,nic,bod,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,ofc,qar,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,and,hof,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,ran,usg,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,rso,pao,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,rom,ein,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,spg,mal,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,bra,laz,uefa_europa_league,europa_league_2024,8,False
2025-01-30 20:00:00,tot,elf,uefa_europa_league,europa_league_2024,8,False
2025-01-31 19:00:00,rma,esp,liga_femenina,primera_division_femenina_2024,17,False
2025-01-31 19:30:00,eld,gra,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-01-31 20:00:00,leg,ray,laliga_ea_sports,laliga_easports_2024,22,False
2025-02-01 13:00:00,get,sev,laliga_ea_sports,laliga_easports_2024,22,False
2025-02-01 13:00:00,mir,elc,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-01 15:00:00,dep,vcf,liga_femenina,primera_division_femenina_2024,17,False
2025-02-01 15:00:00,vil,vll,laliga_ea_sports,laliga_easports_2024,22,False
2025-02-01 15:00:00,spo,bur,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-01 20:00:00,esp,rma,laliga_ea_sports,laliga_easports_2024,22,True
2025-02-01 20:00:00,rac,mga,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-02 13:00:00,bar,ala,laliga_ea_sports,laliga_easports_2024,22,False
2025-02-02 13:00:00,cas,hue,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-02 15:00:00,llp,rbb,liga_femenina,primera_division_femenina_2024,17,False
2025-02-02 15:00:00,val,cel,laliga_ea_sports,laliga_easports_2024,22,False
2025-02-02 15:00:00,eib,rcd,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-02 20:00:00,bet,ath,laliga_ea_sports,laliga_easports_2024,22,True
2025-02-02 20:00:00,ten,alb,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-03 19:30:00,lev,rfe,laliga_hypermotion,laliga_hypermotion_2024,25,False
2025-02-03 20:00:00,gir,lpa,laliga_ea_sports,laliga_easports_2024,22,False
2025-02-04 20:30:00,atm,get,copa_del_rey,copa_del_rey_2024,6,False
2025-02-05 20:00:00,leg,rma,copa_del_rey,copa_del_rey_2024,6,False
2025-02-06 18:30:00,rso,osa,copa_del_rey,copa_del_rey_2024,6,False
2025-02-06 20:30:00,val,bar,copa_del_rey,copa_del_rey_2024,6,True
2025-02-07 19:00:00,atm,sfc,liga_femenina,primera_division_femenina_2024,18,False
2025-02-07 19:30:00,alb,zar,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-07 20:00:00,ray,vll,laliga_ea_sports,laliga_easports_2024,23,False
2025-02-08 13:00:00,cel,bet,laliga_ea_sports,laliga_easports_2024,23,False
2025-02-08 13:00:00,lud,rma,liga_femenina,primera_division_femenina_2024,18,False
2025-02-08 13:00:00,rfe,cas,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-08 15:00:00,ath,gir,laliga_ea_sports,laliga_easports_2024,23,True
2025-02-08 15:00:00,gra,mir,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-08 20:00:00,rma,atm,laliga_ea_sports,laliga_easports_2024,23,True
2025-02-09 13:00:00,ala,get,laliga_ea_sports,laliga_easports_2024,23,False
2025-02-09 13:00:00,elc,ten,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-09 15:00:00,rbb,ath,liga_femenina,primera_division_femenina_2024,18,False
2025-02-09 15:00:00,val,leg,laliga_ea_sports,laliga_easports_2024,23,False
2025-02-09 15:00:00,bur,rac,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-09 15:00:00,ccf,hue,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-09 20:00:00,sev,bar,laliga_ea_sports,laliga_easports_2024,23,True
2025-02-10 19:30:00,ovi,eld,laliga_hypermotion,laliga_hypermotion_2024,26,False
2025-02-10 20:00:00,mll,osa,laliga_ea_sports,laliga_easports_2024,23,False
2025-02-11 20:00:00,juv,psv,uefa_champions_league,champions_league_2024,9,True
2025-02-11 20:00:00,mcfc,rma,uefa_champions_league,champions_league_2024,9,True
2025-02-11 20:00:00,scp,bvb,uefa_champions_league,champions_league_2024,9,True
2025-02-12 20:00:00,cet,bay,uefa_champions_league,champions_league_2024,9,False
2025-02-12 20:00:00,fey,acm,uefa_champions_league,champions_league_2024,9,True
2025-02-12 20:00:00,mon,ben,uefa_champions_league,champions_league_2024,9,True
2025-02-13 20:00:00,bbl,oli,uefa_europa_conference_league,europa_conference_league_2024,7,False
2025-02-13 20:00:00,cop,hei,uefa_europa_conference_league,europa_conference_league_2024,7,False
2025-02-13 20:00:00,gnt,bet,uefa_europa_conference_league,europa_conference_league_2024,7,False
2025-02-13 20:00:00,omn,paf,uefa_europa_conference_league,europa_conference_league_2024,7,False
2025-02-13 20:00:00,alk,gal,uefa_europa_league,europa_league_2024,9,False
2025-02-13 20:00:00,opo,rom,uefa_europa_league,europa_league_2024,9,True
2025-02-13 20:00:00,twe,bod,uefa_europa_league,europa_league_2024,9,False
2025-02-13 20:00:00,pao,fcsb,uefa_europa_league,europa_league_2024,9,False
2025-02-14 19:30:00,mir,rfe,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-14 20:00:00,gir,get,laliga_ea_sports,laliga_easports_2024,24,False
2025-02-15 13:00:00,leg,ala,laliga_ea_sports,laliga_easports_2024,24,False
2025-02-15 13:00:00,cas,eib,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-15 15:00:00,osa,rma,laliga_ea_sports,laliga_easports_2024,24,False
2025-02-15 15:00:00,car,mga,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-15 20:00:00,vil,val,laliga_ea_sports,laliga_easports_2024,24,True
2025-02-15 20:00:00,ten,ccf,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-16 13:00:00,esp,ath,laliga_ea_sports,laliga_easports_2024,24,True
2025-02-16 13:00:00,lev,spo,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-16 15:00:00,fcb,mad,liga_femenina,primera_division_femenina_2024,19,False
2025-02-16 15:00:00,vll,sev,laliga_ea_sports,laliga_easports_2024,24,False
2025-02-16 15:00:00,eld,rcd,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-16 15:00:00,hue,gra,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-16 20:00:00,bet,rso,laliga_ea_sports,laliga_easports_2024,24,True
2025-02-16 20:00:00,ovi,alb,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-17 19:30:00,alm,elc,laliga_hypermotion,laliga_hypermotion_2024,27,False
2025-02-17 20:00:00,bar,ray,laliga_ea_sports,laliga_easports_2024,24,False
2025-02-18 20:00:00,atl,bkv,uefa_champions_league,champions_league_2024,10,False
2025-02-18 20:00:00,ben,mon,uefa_champions_league,champions_league_2024,10,True
2025-02-18 20:00:00,bay,cet,uefa_champions_league,champions_league_2024,10,False
2025-02-19 20:00:00,psv,juv,uefa_champions_league,champions_league_2024,10,True
2025-02-19 20:00:00,psg,brs,uefa_champions_league,champions_league_2024,10,False
2025-02-19 20:00:00,rma,mcfc,uefa_champions_league,champions_league_2024,10,True
2025-02-20 20:00:00,apo,cel,uefa_europa_conference_league,europa_conference_league_2024,8,False
2025-02-20 20:00:00,jag,bac,uefa_europa_conference_league,europa_conference_league_2024,8,False
2025-02-20 20:00:00,pan,vik,uefa_europa_conference_league,europa_conference_league_2024,8,False
2025-02-20 20:00:00,shm,mol,uefa_europa_conference_league,europa_conference_league_2024,8,False
2025-02-20 20:00:00,aja,usg,uefa_europa_league,europa_league_2024,10,False
2025-02-20 20:00:00,and,fen,uefa_europa_league,europa_league_2024,10,False
2025-02-20 20:00:00,rso,mid,uefa_europa_league,europa_league_2024,10,False
2025-02-20 20:00:00,vik,fcv,uefa_europa_league,europa_league_2024,10,False
2025-02-21 19:30:00,mga,ten,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-21 20:00:00,cel,osa,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-22 13:00:00,ala,esp,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-22 13:00:00,rfe,ccf,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-22 15:00:00,ray,vil,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-22 15:00:00,bur,ovi,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-22 15:00:00,eib,rac,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-22 20:00:00,lpa,bar,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-22 20:00:00,spo,alm,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-23 13:00:00,ath,vll,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-23 13:00:00,rcd,hue,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-23 15:00:00,rma,gir,laliga_ea_sports,laliga_easports_2024,25,True
2025-02-23 15:00:00,elc,car,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-23 20:00:00,rso,leg,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-23 20:00:00,cad,cas,laliga_hypermotion,laliga_hypermotion_2024,28,False
2025-02-24 20:00:00,sev,mll,laliga_ea_sports,laliga_easports_2024,25,False
2025-02-25 20:30:00,bar,atm,copa_del_rey,copa_del_rey_2024,7,True
2025-02-26 20:30:00,rso,rma,copa_del_rey,copa_del_rey_2024,7,True
2025-02-28 19:30:00,car,eib,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-02-28 20:00:00,vll,lpa,laliga_ea_sports,laliga_easports_2024,26,False
2025-03-01 13:00:00,gir,cel,laliga_ea_sports,laliga_easports_2024,26,False
2025-03-01 13:00:00,rbb,gra,liga_femenina,primera_division_femenina_2024,20,False
2025-03-01 15:00:00,ray,sev,laliga_ea_sports,laliga_easports_2024,26,False
2025-03-01 15:00:00,cas,bur,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-01 15:00:00,hue,rfe,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-01 20:00:00,atm,ath,laliga_ea_sports,laliga_easports_2024,26,True
2025-03-01 20:00:00,alm,mga,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-02 12:00:00,cat,llp,liga_femenina,primera_division_femenina_2024,20,False
2025-03-02 13:00:00,leg,get,laliga_ea_sports,laliga_easports_2024,26,False
2025-03-02 13:00:00,eib,fcb,liga_femenina,primera_division_femenina_2024,20,False
2025-03-02 13:00:00,ccf,gra,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-02 15:00:00,bar,rso,laliga_ea_sports,laliga_easports_2024,26,True
2025-03-02 15:00:00,ovi,rcd,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-02 20:00:00,osa,val,laliga_ea_sports,laliga_easports_2024,26,False
2025-03-02 20:00:00,rac,elc,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-03 19:30:00,mir,ten,laliga_hypermotion,laliga_hypermotion_2024,29,False
2025-03-04 20:00:00,bvb,lil,uefa_champions_league,champions_league_2024,11,False
2025-03-04 20:00:00,psv,ars,uefa_champions_league,champions_league_2024,11,True
2025-03-04 20:00:00,rma,atm,uefa_champions_league,champions_league_2024,11,True
2025-03-05 19:00:00,rfe,bur,laliga_hypermotion,laliga_hypermotion_2024,24,False
2025-03-05 20:00:00,ben,bar,uefa_champions_league,champions_league_2024,11,True
2025-03-05 20:00:00,bay,lvk,uefa_champions_league,champions_league_2024,11,False
2025-03-05 20:00:00,psg,liv,uefa_champions_league,champions_league_2024,11,True
2025-03-06 20:00:00,bbl,rvi,uefa_europa_conference_league,europa_conference_league_2024,9,False
2025-03-06 20:00:00,cel,lgn,uefa_europa_conference_league,europa_conference_league_2024,9,False
2025-03-06 20:00:00,jag,cbr,uefa_europa_conference_league,europa_conference_league_2024,9,False
2025-03-06 20:00:00,paf,dju,uefa_europa_conference_league,europa_conference_league_2024,9,False
2025-03-06 20:00:00,aja,ein,uefa_europa_league,europa_league_2024,11,False
2025-03-06 20:00:00,bod,ofc,uefa_europa_league,europa_league_2024,11,False
2025-03-06 20:00:00,rom,ath,uefa_europa_league,europa_league_2024,11,True
2025-03-06 20:00:00,vik,laz,uefa_europa_league,europa_league_2024,11,False
2025-03-07 20:00:00,rcd,ccf,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-08 13:00:00,cel,leg,laliga_ea_sports,laliga_easports_2024,27,False
2025-03-08 15:00:00,llp,rso,liga_femenina,primera_division_femenina_2024,21,False
2025-03-08 15:00:00,ala,vil,laliga_ea_sports,laliga_easports_2024,27,False
2025-03-08 15:00:00,mir,ovi,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-08 20:00:00,zar,eld,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-09 13:00:00,get,atm,laliga_ea_sports,laliga_easports_2024,27,False
2025-03-09 13:00:00,sfc,rma,liga_femenina,primera_division_femenina_2024,21,False
2025-03-09 13:00:00,ten,hue,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-09 15:00:00,rma,ray,laliga_ea_sports,laliga_easports_2024,27,False
2025-03-09 15:00:00,mga,cad,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-09 15:30:00,atm,rbb,liga_femenina,primera_division_femenina_2024,21,False
2025-03-09 20:00:00,rso,sev,laliga_ea_sports,laliga_easports_2024,27,True
2025-03-09 20:00:00,gra,rfe,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-10 19:30:00,bur,alb,laliga_hypermotion,laliga_hypermotion_2024,30,False
2025-03-10 20:00:00,esp,gir,laliga_ea_sports,laliga_easports_2024,27,True
2025-03-11 20:00:00,lvk,bay,uefa_champions_league,champions_league_2024,12,False
2025-03-11 20:00:00,int,fey,uefa_champions_league,champions_league_2024,12,True
2025-03-11 20:00:00,liv,psg,uefa_champions_league,champions_league_2024,12,True
2025-03-12 20:00:00,ars,psv,uefa_champions_league,champions_league_2024,12,True
2025-03-12 20:00:00,avl,bkv,uefa_champions_league,champions_league_2024,12,False
2025-03-12 20:00:00,atm,rma,uefa_champions_league,champions_league_2024,12,True
2025-03-13 20:00:00,gui,bet,uefa_europa_conference_league,europa_conference_league_2024,10,False
2025-03-13 20:00:00,che,cop,uefa_europa_conference_league,europa_conference_league_2024,10,False
2025-03-13 20:00:00,lgi,mol,uefa_europa_conference_league,europa_conference_league_2024,10,False
2025-03-13 20:00:00,fio,pan,uefa_europa_conference_league,europa_conference_league_2024,10,False
2025-03-13 20:00:00,oly,fcsb,uefa_europa_league,europa_league_2024,12,False
2025-03-13 20:00:00,mun,rso,uefa_europa_league,europa_league_2024,12,True
2025-03-13 20:00:00,ran,fen,uefa_europa_league,europa_league_2024,12,False
2025-03-13 20:00:00,tot,alk,uefa_europa_league,europa_league_2024,12,False
2025-03-14 19:30:00,ovi,elc,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-14 20:00:00,lpa,ala,laliga_ea_sports,laliga_easports_2024,28,False
2025-03-15 13:00:00,vll,cel,laliga_ea_sports,laliga_easports_2024,28,False
2025-03-15 13:00:00,rbb,vcf,liga_femenina,primera_division_femenina_2024,22,False
2025-03-15 13:00:00,rfe,eib,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-15 15:00:00,ath,sfc,liga_femenina,primera_division_femenina_2024,22,False
2025-03-15 15:00:00,mll,esp,laliga_ea_sports,laliga_easports_2024,28,False
2025-03-15 15:00:00,alb,mga,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-15 15:00:00,car,bur,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-15 20:00:00,gir,val,laliga_ea_sports,laliga_easports_2024,28,True
2025-03-15 20:00:00,ccf,spo,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-16 13:00:00,leg,bet,laliga_ea_sports,laliga_easports_2024,28,False
2025-03-16 13:00:00,eld,mir,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-16 15:00:00,mad,gra,liga_femenina,primera_division_femenina_2024,22,False
2025-03-16 15:00:00,sev,ath,laliga_ea_sports,laliga_easports_2024,28,True
2025-03-16 15:00:00,hue,lev,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-16 15:00:00,rac,ten,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-16 20:00:00,atm,bar,laliga_ea_sports,laliga_easports_2024,28,True
2025-03-17 19:30:00,cas,rcd,laliga_hypermotion,laliga_hypermotion_2024,31,False
2025-03-21 19:30:00,bur,alm,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-22 15:00:00,llp,ath,liga_femenina,primera_division_femenina_2024,23,False
2025-03-22 15:00:00,elc,eld,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-22 20:00:00,gra,ovi,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-23 13:00:00,lev,cas,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-23 15:00:00,rso,atm,liga_femenina,primera_division_femenina_2024,23,False
2025-03-23 15:00:00,eib,hue,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-23 15:00:00,spo,alb,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-24 19:30:00,zar,ccf,laliga_hypermotion,laliga_hypermotion_2024,32,False
2025-03-27 20:00:00,bar,osa,laliga_ea_sports,laliga_easports_2024,27,False
2025-03-28 19:30:00,ten,gra,laliga_hypermotion,laliga_hypermotion_2024,33,False
2025-03-29 13:00:00,rso,vll,laliga_ea_sports,laliga_easports_2024,29,False
2025-03-29 13:00:00,eld,bur,laliga_hypermotion,laliga_hypermotion_2024,33,False
2025-03-29 15:00:00,esp,atm,laliga_ea_sports,laliga_easports_2024,29,True
2025-03-29 15:00:00,rfe,rcd,laliga_hypermotion,laliga_hypermotion_2024,33,False
2025-03-29 15:30:00,mad,rbb,liga_femenina,primera_division_femenina_2024,24,False
2025-03-29 20:00:00,rma,leg,laliga_ea_sports,laliga_easports_2024,29,False
2025-03-29 20:00:00,alm,lev,laliga_hypermotion,laliga_hypermotion_2024,33,False
2025-03-30 14:00:00,llp,sfc,liga_femenina,primera_division_femenina_2024,24,False
2025-03-30 14:00:00,bar,gir,laliga_ea_sports,laliga_easports_2024,29,True
2025-03-30 14:00:00,ovi,mga,laliga_hypermotion,laliga_hypermotion_2024,33,False
2025-03-30 19:00:00,bet,sev,laliga_ea_sports,laliga_easports_2024,29,True
2025-03-31 19:00:00,cel,lpa,laliga_ea_sports,laliga_easports_2024,29,False
2025-04-01 19:30:00,rma,rso,copa_del_rey,copa_del_rey_2024,8,True
2025-04-02 19:30:00,atm,bar,copa_del_rey,copa_del_rey_2024,8,True
2025-04-04 19:00:00,ray,esp,laliga_ea_sports,laliga_easports_2024,30,False
2025-04-05 14:00:00,rma,val,laliga_ea_sports,laliga_easports_2024,30,True
2025-04-05 14:00:00,eib,ovi,laliga_hypermotion,laliga_hypermotion_2024,34,False
2025-04-05 19:00:00,bar,bet,laliga_ea_sports,laliga_easports_2024,30,True
2025-04-05 19:00:00,spo,ten,laliga_hypermotion,laliga_hypermotion_2024,34,False
2025-04-06 14:00:00,sev,atm,laliga_ea_sports,laliga_easports_2024,30,True
2025-04-06 14:00:00,lev,rac,laliga_hypermotion,laliga_hypermotion_2024,34,False
2025-04-06 19:00:00,vil,ath,laliga_ea_sports,laliga_easports_2024,30,True
2025-04-06 19:00:00,rcd,cad,laliga_hypermotion,laliga_hypermotion_2024,34,False
2025-04-07 19:00:00,leg,osa,laliga_ea_sports,laliga_easports_2024,30,False
2025-04-08 19:00:00,ars,rma,uefa_champions_league,champions_league_2024,13,True
2025-04-08 19:00:00,bay,int,uefa_champions_league,champions_league_2024,13,True
2025-04-09 19:00:00,psg,avl,uefa_champions_league,champions_league_2024,13,True
2025-04-09 19:00:00,bar,bvb,uefa_champions_league,champions_league_2024,13,True
2025-04-10 19:00:00,bet,jag,uefa_europa_conference_league,europa_conference_league_2024,11,False
2025-04-10 19:00:00,cel,fio,uefa_europa_conference_league,europa_conference_league_2024,11,False
2025-04-10 19:00:00,dju,rvi,uefa_europa_conference_league,europa_conference_league_2024,11,False
2025-04-10 19:00:00,tot,ein,uefa_europa_league,europa_league_2024,13,False
2025-04-10 19:00:00,ran,ath,uefa_europa_league,europa_league_2024,13,False
2025-04-10 19:00:00,oly,mun,uefa_europa_league,europa_league_2024,13,False
2025-04-11 19:00:00,val,sev,laliga_ea_sports,laliga_easports_2024,31,True
2025-04-12 14:00:00,get,lpa,laliga_ea_sports,laliga_easports_2024,31,False
2025-04-12 14:00:00,zar,eib,laliga_hypermotion,laliga_hypermotion_2024,35,False
2025-04-12 14:30:00,dep,llp,liga_femenina,primera_division_femenina_2024,25,False
2025-04-12 14:30:00,rbb,rso,liga_femenina,primera_division_femenina_2024,25,False
2025-04-12 19:00:00,leg,bar,laliga_ea_sports,laliga_easports_2024,31,False
2025-04-12 19:00:00,ovi,rfe,laliga_hypermotion,laliga_hypermotion_2024,35,False
2025-04-13 14:00:00,ath,lud,liga_femenina,primera_division_femenina_2024,25,False
2025-04-13 14:00:00,ala,rma,laliga_ea_sports,laliga_easports_2024,31,False
2025-04-13 14:00:00,rac,cas,laliga_hypermotion,laliga_hypermotion_2024,35,False
