datetime,fecha,hora,domicilio,recoger,temp_media,humedad_media,vel_viento,radiacion,dia_semana,dia_mes,semana_mes,quincena,mes,estacion,total_pedidos,tiene_partido,partido_en_curso,partido_en_curso_importante,tiene_partido_importante,partido_importante_30min_antes,partido_importante_30min_despues,partido_importante_60min_antes,partido_importante_60min_despues,partido_importante_90min_antes,partido_importante_90min_despues,competicion_copa_de_la_reina,competicion_copa_del_rey,competicion_laliga_ea_sports,competicion_laliga_hypermotion,competicion_liga_femenina,competicion_supercopa_de_españa,competicion_supercopa_de_europa,competicion_uefa_champions_league,competicion_uefa_euro_2024,competicion_uefa_europa_conference_league,competicion_uefa_europa_league,es_festivo
2024-01-01 13:00:00,2024-01-01,13:00:00,4,0,16.6,50.57,1.078,434.1,0,1,1,1,1,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 13:30:00,2024-01-01,13:30:00,1,0,17.37,48.34,1.487,422.9,0,1,1,1,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 14:00:00,2024-01-01,14:00:00,6,2,17.7,47.47,1.459,402.4,0,1,1,1,1,3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 14:30:00,2024-01-01,14:30:00,2,2,18.53,35.82,1.578,381.7,0,1,1,1,1,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 15:00:00,2024-01-01,15:00:00,0,2,18.71,35.57,1.289,334.6,0,1,1,1,1,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 15:30:00,2024-01-01,15:30:00,2,1,18.82,34.19,0.9,272.5,0,1,1,1,1,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 17:30:00,2024-01-01,17:30:00,1,0,16.28,38.9,0.125,8.66,0,1,1,1,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 18:30:00,2024-01-01,18:30:00,0,0,13.81,49.39,0.277,0.0,0,1,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 19:00:00,2024-01-01,19:00:00,5,1,12.99,60.5,0.137,0.0,0,1,1,1,1,3,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 19:30:00,2024-01-01,19:30:00,4,4,12.3,64.73,0.582,0.0,0,1,1,1,1,3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 20:00:00,2024-01-01,20:00:00,5,4,12.15,64.02,0.652,0.0,0,1,1,1,1,3,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 20:30:00,2024-01-01,20:30:00,4,5,12.22,58.68,0.78,0.0,0,1,1,1,1,3,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 21:00:00,2024-01-01,21:00:00,15,3,12.09,53.48,0.361,0.0,0,1,1,1,1,3,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 21:30:00,2024-01-01,21:30:00,7,5,11.91,53.41,0.847,0.0,0,1,1,1,1,3,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 22:00:00,2024-01-01,22:00:00,1,7,10.37,57.79,0.473,0.0,0,1,1,1,1,3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 22:30:00,2024-01-01,22:30:00,0,2,11.2,54.98,0.65,0.0,0,1,1,1,1,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-01 23:00:00,2024-01-01,23:00:00,1,1,10.24,57.38,1.175,0.0,0,1,1,1,1,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-02 13:00:00,2024-01-02,13:00:00,1,0,17.77,34.51,1.23,537.8,1,2,1,1,1,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 13:30:00,2024-01-02,13:30:00,0,3,19.72,30.53,1.766,504.0,1,2,1,1,1,3,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 14:00:00,2024-01-02,14:00:00,1,1,19.51,31.02,1.238,230.7,1,2,1,1,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 14:30:00,2024-01-02,14:30:00,2,0,19.09,28.67,1.278,208.9,1,2,1,1,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 15:00:00,2024-01-02,15:00:00,0,0,18.98,27.11,1.049,214.9,1,2,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 15:30:00,2024-01-02,15:30:00,0,0,18.59,28.08,1.216,171.0,1,2,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 17:30:00,2024-01-02,17:30:00,0,0,17.2,33.0,0.573,12.27,1,2,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 18:30:00,2024-01-02,18:30:00,0,0,15.46,33.38,0.473,0.0,1,2,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 19:00:00,2024-01-02,19:00:00,1,2,14.3,40.34,0.272,0.0,1,2,1,1,1,3,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 19:30:00,2024-01-02,19:30:00,3,3,13.24,41.57,0.667,0.0,1,2,1,1,1,3,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 20:00:00,2024-01-02,20:00:00,0,4,12.93,43.79,0.441,0.0,1,2,1,1,1,3,4,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 20:30:00,2024-01-02,20:30:00,4,5,12.42,45.62,0.681,0.0,1,2,1,1,1,3,9,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-01-02 21:00:00,2024-01-02,21:00:00,4,11,12.95,41.89,0.731,0.0,1,2,1,1,1,3,15,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 21:30:00,2024-01-02,21:30:00,2,4,12.51,44.39,0.386,0.0,1,2,1,1,1,3,6,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 22:00:00,2024-01-02,22:00:00,2,4,12.02,48.37,0.126,0.0,1,2,1,1,1,3,6,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 22:30:00,2024-01-02,22:30:00,0,0,11.53,50.34,0.376,0.0,1,2,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-02 23:00:00,2024-01-02,23:00:00,0,0,10.48,54.04,0.236,0.0,1,2,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 13:00:00,2024-01-03,13:00:00,0,1,21.34,33.67,1.919,430.1,2,3,1,1,1,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 13:30:00,2024-01-03,13:30:00,1,1,22.03,32.36,2.12,422.1,2,3,1,1,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 14:00:00,2024-01-03,14:00:00,0,1,22.97,31.33,1.975,406.7,2,3,1,1,1,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 14:30:00,2024-01-03,14:30:00,1,3,23.35,30.61,1.862,378.0,2,3,1,1,1,3,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 15:00:00,2024-01-03,15:00:00,0,0,23.8,29.79,1.419,326.0,2,3,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 15:30:00,2024-01-03,15:30:00,0,0,23.84,29.36,1.114,257.2,2,3,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 17:30:00,2024-01-03,17:30:00,0,0,20.98,35.02,0.669,10.78,2,3,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 18:30:00,2024-01-03,18:30:00,2,0,18.9,41.58,0.439,0.0,2,3,1,1,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 19:00:00,2024-01-03,19:00:00,1,0,18.19,45.2,0.511,0.0,2,3,1,1,1,3,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 19:30:00,2024-01-03,19:30:00,1,2,17.99,46.5,0.678,0.0,2,3,1,1,1,3,3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 20:00:00,2024-01-03,20:00:00,2,5,17.47,49.74,0.381,0.0,2,3,1,1,1,3,7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 20:30:00,2024-01-03,20:30:00,4,2,17.52,53.56,0.592,0.0,2,3,1,1,1,3,6,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-01-03 21:00:00,2024-01-03,21:00:00,2,2,16.47,54.25,0.48,0.0,2,3,1,1,1,3,4,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 21:30:00,2024-01-03,21:30:00,1,1,16.09,54.12,0.581,0.0,2,3,1,1,1,3,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 22:00:00,2024-01-03,22:00:00,0,3,15.87,59.02,0.988,0.0,2,3,1,1,1,3,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 22:30:00,2024-01-03,22:30:00,1,0,17.59,56.59,0.94,0.0,2,3,1,1,1,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-03 23:00:00,2024-01-03,23:00:00,0,0,16.86,60.23,0.672,0.0,2,3,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 13:00:00,2024-01-04,13:00:00,1,0,19.71,53.79,1.182,186.0,3,4,1,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 13:30:00,2024-01-04,13:30:00,1,1,19.39,54.37,1.261,160.1,3,4,1,1,1,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 14:00:00,2024-01-04,14:00:00,1,3,19.8,52.6,0.988,159.4,3,4,1,1,1,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 14:30:00,2024-01-04,14:30:00,0,2,19.71,53.95,0.918,142.0,3,4,1,1,1,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 15:00:00,2024-01-04,15:00:00,0,1,19.35,55.84,0.967,124.5,3,4,1,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 15:30:00,2024-01-04,15:30:00,0,0,19.08,58.12,1.578,153.8,3,4,1,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 17:30:00,2024-01-04,17:30:00,0,0,17.6,66.82,0.549,6.477,3,4,1,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 18:30:00,2024-01-04,18:30:00,0,0,16.2,71.5,0.123,0.0,3,4,1,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 19:00:00,2024-01-04,19:00:00,0,1,15.77,73.9,0.32,0.0,3,4,1,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 19:30:00,2024-01-04,19:30:00,1,3,15.46,76.0,0.313,0.0,3,4,1,1,1,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 20:00:00,2024-01-04,20:00:00,5,4,15.35,76.7,0.252,0.0,3,4,1,1,1,3,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 20:30:00,2024-01-04,20:30:00,5,5,15.04,77.3,0.4,0.0,3,4,1,1,1,3,10,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-01-04 21:00:00,2024-01-04,21:00:00,2,11,14.95,77.5,0.547,0.0,3,4,1,1,1,3,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 21:30:00,2024-01-04,21:30:00,3,5,14.49,78.4,0.159,0.0,3,4,1,1,1,3,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 22:00:00,2024-01-04,22:00:00,3,1,13.97,78.4,0.36,0.0,3,4,1,1,1,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 22:30:00,2024-01-04,22:30:00,1,2,13.62,76.3,0.143,0.0,3,4,1,1,1,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-04 23:00:00,2024-01-04,23:00:00,0,0,13.29,77.3,0.211,0.0,3,4,1,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 13:00:00,2024-01-05,13:00:00,0,1,16.83,35.05,2.89,458.6,4,5,1,1,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 13:30:00,2024-01-05,13:30:00,4,0,17.21,33.46,2.184,505.6,4,5,1,1,1,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 14:00:00,2024-01-05,14:00:00,2,1,15.62,39.76,2.398,163.7,4,5,1,1,1,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 14:30:00,2024-01-05,14:30:00,0,0,14.53,42.78,2.474,206.7,4,5,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 15:00:00,2024-01-05,15:00:00,0,0,14.85,41.53,1.994,236.6,4,5,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 15:30:00,2024-01-05,15:30:00,0,0,15.1,40.53,2.26,310.5,4,5,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 17:30:00,2024-01-05,17:30:00,0,0,14.21,40.65,2.183,11.98,4,5,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 18:30:00,2024-01-05,18:30:00,1,0,13.5,42.84,2.353,0.0,4,5,1,1,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 19:00:00,2024-01-05,19:00:00,3,2,13.33,43.85,1.91,0.0,4,5,1,1,1,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 19:30:00,2024-01-05,19:30:00,4,3,13.29,39.52,2.039,0.0,4,5,1,1,1,3,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 20:00:00,2024-01-05,20:00:00,10,4,13.45,36.84,2.136,0.0,4,5,1,1,1,3,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 20:30:00,2024-01-05,20:30:00,15,7,13.53,34.94,1.494,0.0,4,5,1,1,1,3,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 21:00:00,2024-01-05,21:00:00,9,2,13.45,34.71,2.269,0.0,4,5,1,1,1,3,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 21:30:00,2024-01-05,21:30:00,3,3,13.2,36.01,1.345,0.0,4,5,1,1,1,3,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 22:00:00,2024-01-05,22:00:00,1,0,12.57,39.21,1.15,0.0,4,5,1,1,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 22:30:00,2024-01-05,22:30:00,0,2,12.42,39.34,0.599,0.0,4,5,1,1,1,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-05 23:00:00,2024-01-05,23:00:00,0,0,12.42,38.63,1.679,0.0,4,5,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-06 13:00:00,2024-01-06,13:00:00,3,0,15.76,30.6,1.659,456.7,5,6,1,1,1,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 13:30:00,2024-01-06,13:30:00,2,2,16.29,28.97,1.69,448.1,5,6,1,1,1,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 14:00:00,2024-01-06,14:00:00,3,1,16.27,28.3,1.738,425.7,5,6,1,1,1,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 14:30:00,2024-01-06,14:30:00,0,3,16.76,27.81,1.436,394.3,5,6,1,1,1,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 15:00:00,2024-01-06,15:00:00,1,0,16.36,28.75,1.576,349.7,5,6,1,1,1,3,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024-01-06 15:30:00,2024-01-06,15:30:00,0,1,15.89,29.37,1.67,294.9,5,6,1,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 17:30:00,2024-01-06,17:30:00,0,0,13.85,34.61,2.577,7.9,5,6,1,1,1,3,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-01-06 18:30:00,2024-01-06,18:30:00,1,0,13.39,34.82,2.164,0.0,5,6,1,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 19:00:00,2024-01-06,19:00:00,3,1,13.29,35.0,2.262,0.0,5,6,1,1,1,3,4,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024-01-06 19:30:00,2024-01-06,19:30:00,6,2,13.04,35.54,2.451,0.0,5,6,1,1,1,3,8,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-01-06 20:00:00,2024-01-06,20:00:00,5,2,13.02,35.72,2.049,0.0,5,6,1,1,1,3,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 20:30:00,2024-01-06,20:30:00,8,8,12.91,35.18,2.733,0.0,5,6,1,1,1,3,16,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024-01-06 21:00:00,2024-01-06,21:00:00,14,8,12.89,33.28,2.442,0.0,5,6,1,1,1,3,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 21:30:00,2024-01-06,21:30:00,11,5,12.73,33.01,2.249,0.0,5,6,1,1,1,3,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 22:00:00,2024-01-06,22:00:00,9,4,12.51,33.08,1.86,0.0,5,6,1,1,1,3,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 22:30:00,2024-01-06,22:30:00,1,4,12.37,33.91,1.568,0.0,5,6,1,1,1,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-06 23:00:00,2024-01-06,23:00:00,0,1,12.26,34.38,1.941,0.0,5,6,1,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-07 13:00:00,2024-01-07,13:00:00,2,2,15.4,26.36,1.434,454.4,6,7,1,1,1,3,4,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-01-07 13:30:00,2024-01-07,13:30:00,0,2,15.69,25.15,1.304,353.8,6,7,1,1,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 14:00:00,2024-01-07,14:00:00,5,3,15.08,24.66,0.904,220.2,6,7,1,1,1,3,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 14:30:00,2024-01-07,14:30:00,2,2,15.8,23.66,1.217,355.5,6,7,1,1,1,3,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 15:00:00,2024-01-07,15:00:00,1,1,15.84,24.75,1.675,351.8,6,7,1,1,1,3,2,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-07 15:30:00,2024-01-07,15:30:00,1,1,15.98,24.93,1.717,300.7,6,7,1,1,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 17:30:00,2024-01-07,17:30:00,0,0,13.92,31.48,0.796,14.32,6,7,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 18:30:00,2024-01-07,18:30:00,0,0,12.93,34.38,1.172,0.0,6,7,1,1,1,3,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 19:00:00,2024-01-07,19:00:00,2,0,11.68,38.78,0.824,0.0,6,7,1,1,1,3,2,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-01-07 19:30:00,2024-01-07,19:30:00,3,4,10.79,43.41,0.56,0.0,6,7,1,1,1,3,7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 20:00:00,2024-01-07,20:00:00,9,5,10.37,44.82,0.664,0.0,6,7,1,1,1,3,14,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-07 20:30:00,2024-01-07,20:30:00,11,4,10.91,42.86,0.8,0.0,6,7,1,1,1,3,15,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 21:00:00,2024-01-07,21:00:00,5,1,10.49,44.18,1.228,0.0,6,7,1,1,1,3,6,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-07 21:30:00,2024-01-07,21:30:00,3,5,10.2,44.81,1.366,0.0,6,7,1,1,1,3,8,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 22:00:00,2024-01-07,22:00:00,2,3,9.8,45.95,0.614,0.0,6,7,1,1,1,3,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 22:30:00,2024-01-07,22:30:00,0,0,9.86,45.88,1.17,0.0,6,7,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-07 23:00:00,2024-01-07,23:00:00,0,0,9.75,45.17,0.989,0.0,6,7,1,1,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 12:30:00,2024-01-08,12:30:00,0,0,14.82,23.12,1.097,469.1,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 13:00:00,2024-01-08,13:00:00,0,0,15.96,20.19,0.987,475.7,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 13:30:00,2024-01-08,13:30:00,0,0,16.24,18.85,1.153,508.7,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 14:00:00,2024-01-08,14:00:00,0,0,16.39,17.87,1.356,441.3,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 14:30:00,2024-01-08,14:30:00,0,1,16.99,17.37,1.564,416.6,0,8,2,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 15:00:00,2024-01-08,15:00:00,0,0,16.7,17.53,1.534,367.1,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 15:30:00,2024-01-08,15:30:00,0,0,16.64,16.02,1.425,308.3,0,8,2,1,1,3,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-08 18:30:00,2024-01-08,18:30:00,0,0,13.08,21.81,0.737,0.0,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 19:00:00,2024-01-08,19:00:00,0,0,12.55,23.05,1.348,0.0,0,8,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 19:30:00,2024-01-08,19:30:00,0,1,13.24,21.17,0.604,0.0,0,8,2,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 20:00:00,2024-01-08,20:00:00,0,1,12.1,23.02,0.731,0.0,0,8,2,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-08 20:30:00,2024-01-08,20:30:00,0,1,12.48,20.59,0.463,0.0,0,8,2,1,1,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
